code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
GR119018,GR,188.04109240000003,PINUS SYLVESTRIS,1307.59,1017,1736,2medium,14778.59,36.94535,-3.50118,NA,NA,0,0,1,1,2,1,1,0,2,2,2,NA,1,0,0,NA,0,0,0,1,1,2,2,2,2,psylv,P. sylvestris
GR119019,GR,144.4703311,PINUS HALEPENSIS,847.6,668,1216,1low,12606.6,36.94189,-3.53573,NA,NA,0,0,1,1,1,1,1,1,1,NA,1,1,0,1,1,NA,1,0,1,1,2,1,1,1,1,phale,P. halepensis
GR119020,GR,24.6546737,NA,1009.86,885,1083,1low,3129.9,36.94749,-3.52533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,NA,NA
GR120001,GR,161.7179563,PINUS PINASTER,1036.7,806,1354,1low,5985.81,36.86207,-3.68262,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,ppinas,P. pinaster
GR120002,GR,312.3100461,PINUS PINASTER,1079.92,849,1373,1low,10542.16,36.86068,-3.70359,NA,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,ppinas,P. pinaster
GR120003,GR,149.924979,PINUS PINASTER,1041.69,883,1328,1low,8194.45,36.85447,-3.71348,NA,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,1,2,ppinas,P. pinaster
GR120004,GR,271.9515245,PINUS PINASTER,955.43,689,1300,1low,8167.47,36.85145,-3.67268,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,2,1,1,1,0,1,ppinas,P. pinaster
GR120005,GR,248.96572749999999,PINUS PINASTER,875.94,530,1153,1low,11860.95,36.84443,-3.69686,NA,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,1,2,2,2,2,2,1,1,1,3,2,1,2,ppinas,P. pinaster
GR120006,GR,114.2631063,PINUS PINASTER,1124.56,926,1267,1low,7460.95,36.84167,-3.7129,NA,1,0,NA,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,ppinas,P. pinaster
GR120007,GR,76.150607,PINUS PINASTER,949.69,672,1161,1low,7460.75,36.83592,-3.66387,NA,1,0,NA,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,1,1,3,2,1,1,ppinas,P. pinaster
GR120008,GR,38.9934911,PINUS HALEPENSIS,510.53,322,697,0verylow,4724.87,36.83268,-3.68873,NA,1,0,NA,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,1,0,1,3,2,1,1,phale,P. halepensis
GR120009,GR,102.1116641,PINUS HALEPENSIS,887.38,647,1054,1low,7361.48,36.82612,-3.66066,NA,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,3,2,1,1,phale,P. halepensis
GR120010,GR,28.2142249,PINUS HALEPENSIS,377.76,196,565,0verylow,4995.15,36.82283,-3.68759,NA,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3,2,1,1,phale,P. halepensis
GR122001,GR,183.970091,PINUS HALEPENSIS,770.3,535,1022,1low,13886.5,37.17178,-4.14704,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,phale,P. halepensis
GR122002,GR,20.4540468,PINUS HALEPENSIS,716.87,580,850,1low,2138.06,37.18321,-4.12279,NA,4,1,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR128001,GR,155.6463278,PINUS HALEPENSIS,1028.12,923,1111,1low,19817.78,37.28926,-3.21853,NA,1,0,0,1,1,2,1,0,0,1,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
GR132001,GR,401.5206859,PINUS HALEPENSIS,1090.32,833,1244,1low,17447.97,37.35159,-3.76255,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR132002,GR,144.4869453,PINUS HALEPENSIS,952.29,647,1239,1low,8792.68,37.34359,-3.76624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR132003,GR,122.79829369999999,PINUS HALEPENSIS,999.68,732,1251,1low,14721.16,37.33865,-3.7855,NA,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR132004,GR,4.8520112,PINUS HALEPENSIS,1007.16,891,1112,1low,1377.27,37.32358,-3.81245,NA,0,0,0,1,3,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,phale,P. halepensis
GR133001,GR,349.5204896,PINUS HALEPENSIS,636.5,309,1024,1low,21525.28,36.80543,-3.60576,NA,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,phale,P. halepensis
GR133002,GR,141.4529038,PINUS HALEPENSIS,629.92,377,993,1low,9708.58,36.80433,-3.58585,NA,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,phale,P. halepensis
GR133003,GR,40.7705359,PINUS HALEPENSIS,286.91,123,445,0verylow,6753.61,36.79028,-3.58655,NA,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,3,3,3,2,phale,P. halepensis
GR134002,GR,241.76964619999998,PINUS HALEPENSIS,1072.11,855,1250,1low,14072.66,37.11032,-3.54679,NA,1,1,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,2,0,0,0,2,phale,P. halepensis
GR134003,GR,89.8157954,PINUS PINASTER,1355.59,1071,1670,2medium,5956.69,37.11646,-3.51387,NA,0,0,0,1,2,3,2,0,1,1,NA,1,0,NA,2,1,NA,2,1,0,0,0,1,0,0,2,ppinas,P. pinaster
GR134004,GR,28.7157553,PINUS SYLVESTRIS,1985.55,1882,2069,3high,2234.82,37.11844,-3.44266,NA,2,0,0,1,3,4,1,0,2,0,NA,2,0,2,3,0,NA,0,0,0,0,4,3,1,2,2,psylv,P. sylvestris
GR134005,GR,271.99623199999996,PINUS PINASTER,1249.31,1006,1501,2medium,9752.74,37.10845,-3.5243,NA,1,0,0,0,1,3,2,0,1,0,NA,0,0,1,2,0,NA,1,1,0,1,0,0,0,0,2,ppinas,P. pinaster
GR134006,GR,144.5267679,PINUS PINASTER,1400.34,1114,1679,2medium,5674.78,37.11379,-3.50307,NA,0,0,0,1,2,3,2,0,0,0,NA,1,1,NA,2,3,NA,2,1,0,0,1,0,0,0,2,ppinas,P. pinaster
GR134007,GR,17.237624,PINUS SYLVESTRIS,2023.31,1953,2099,3high,1885.24,37.11821,-3.43669,NA,1,0,0,0,1,3,1,0,1,0,NA,1,0,1,3,1,NA,1,0,0,0,4,1,1,2,2,psylv,P. sylvestris
GR134008,GR,121.9538261,PINUS NIGRA SSP SALZM.,1563.15,1271,1676,2medium,7683.29,37.11239,-3.45663,NA,1,0,0,1,2,3,2,0,1,0,NA,0,0,0,2,0,NA,0,0,0,3,2,0,0,0,2,pnig_sal,P. nigra
GR134009,GR,16.0663125,PINUS SYLVESTRIS,2068.4,1943,2167,3high,2065.85,37.11417,-3.42782,NA,1,0,0,0,1,2,2,1,1,0,NA,1,0,0,1,0,NA,3,1,0,1,2,2,1,3,0,psylv,P. sylvestris
GR134010,GR,147.2353766,PINUS SYLVESTRIS,2117.41,1802,2264,3high,18677.54,37.1069,-3.41573,NA,1,0,0,0,1,2,2,1,0,0,NA,0,0,0,0,0,NA,2,1,0,1,1,0,0,0,1,psylv,P. sylvestris
GR134011,GR,55.315053000000006,PINUS SYLVESTRIS,1809.18,1681,1926,3high,4184.68,37.10983,-3.43891,NA,1,0,0,0,1,3,1,0,1,0,NA,0,0,0,0,1,NA,2,1,0,1,2,1,1,0,1,psylv,P. sylvestris
GR134012,GR,135.5904216,PINUS SYLVESTRIS,1838.88,1557,2058,3high,12010.44,37.1035,-3.42882,NA,1,0,0,0,1,1,1,0,1,0,NA,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,2,psylv,P. sylvestris
GR134013,GR,28.6953891,PINUS SYLVESTRIS,1604.18,1492,1700,2medium,2424.94,37.109,-3.51168,NA,1,0,0,0,3,4,3,0,2,2,NA,1,0,NA,3,3,NA,2,1,0,0,2,3,0,0,2,psylv,P. sylvestris
GR134014,GR,77.0562149,PINUS PINASTER,1521.06,1200,1708,2medium,7346.55,37.10116,-3.51759,NA,1,0,0,0,1,3,2,0,2,1,NA,1,0,NA,2,1,NA,2,1,0,0,4,4,0,0,2,ppinas,P. pinaster
GR134015,GR,188.78614040000002,PINUS SYLVESTRIS,1725.13,1512,1851,3high,6548.02,37.10221,-3.50192,NA,1,0,0,0,3,4,3,0,0,0,NA,0,0,NA,3,5,NA,2,3,1,0,1,3,0,0,2,psylv,P. sylvestris
GR134016,GR,238.7192383,PINUS PINASTER,1563.8,1224,1799,2medium,11534.74,37.09379,-3.51502,NA,1,0,0,0,1,3,2,0,0,0,NA,0,0,NA,3,4,NA,2,1,0,0,4,4,0,0,2,ppinas,P. pinaster
GR134017,GR,234.4247474,PINUS SYLVESTRIS,1624.19,1288,1858,2medium,8116.03,37.08943,-3.49837,1,NA,1,0,NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,3,0,0,0,2,psylv,P. sylvestris
GR134018,GR,129.7451861,PINUS SYLVESTRIS,1784.85,1538,1994,3high,7758.86,37.08768,-3.46966,2,NA,0,0,NA,4,4,3,2,0,0,NA,1,0,1,3,3,NA,3,0,0,0,2,3,0,0,2,psylv,P. sylvestris
GR134019,GR,197.92531440000002,PINUS SYLVESTRIS,1582.71,1342,1979,2medium,8460.97,37.08325,-3.4954,1,NA,0,0,NA,3,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,3,0,0,0,1,psylv,P. sylvestris
GR134020,GR,67.1681437,PINUS SYLVESTRIS,1859.69,1673,2035,3high,6654.88,37.0831,-3.46235,1,NA,0,0,NA,3,3,3,0,0,0,NA,0,0,0,3,3,NA,3,1,0,1,0,3,0,0,2,psylv,P. sylvestris
GR134021,GR,145.8771812,PINUS SYLVESTRIS,1801.9,1538,2080,3high,6734.9,37.07872,-3.47526,1,NA,0,0,NA,4,3,3,0,0,0,NA,0,0,0,3,3,NA,3,1,0,0,3,3,0,0,2,psylv,P. sylvestris
GR135001,GR,37.0838253,PINUS HALEPENSIS,1417.79,1270,1553,2medium,3671.48,37.30506,-3.93487,NA,NA,0,0,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,phale,P. halepensis
GR140001,GR,116.09844539999999,PINUS HALEPENSIS,757.98,448,1000,1low,4671.77,36.78071,-3.43128,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,0,2,2,2,1,0,0,0,2,0,0,1,phale,P. halepensis
GR140002,GR,317.2403949,PINUS HALEPENSIS,338.41,199,508,0verylow,10024.72,36.77653,-3.48441,NA,1,0,0,1,2,2,2,1,1,1,1,0,0,1,3,3,3,3,0,1,1,1,3,3,3,3,phale,P. halepensis
GR140003,GR,121.3913122,PINUS HALEPENSIS,251.2,97,400,0verylow,8802.8,36.77288,-3.50131,NA,1,1,1,2,3,2,2,1,1,1,1,0,0,1,1,4,4,3,0,1,0,0,1,3,4,3,phale,P. halepensis
GR140004,GR,102.99566180000001,PINUS HALEPENSIS,642.01,402,921,1low,7177.66,36.7706,-3.42695,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR140006,GR,111.4781895,PINUS HALEPENSIS,225.7,102,362,0verylow,11209.43,36.76422,-3.48493,NA,1,3,1,2,3,2,2,1,1,1,1,0,0,1,1,3,3,1,0,0,0,0,0,1,1,0,phale,P. halepensis
GR140007,GR,73.4929838,PINUS HALEPENSIS,498.79,339,646,0verylow,6124.9,36.75151,-3.43161,NA,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR140008,GR,29.2507338,PINUS HALEPENSIS,677.87,570,784,1low,2898.19,36.75132,-3.4214,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR140010,GR,71.520812,PINUS HALEPENSIS,662.8,326,813,1low,8254.41,36.74592,-3.42263,NA,1,0,0,1,1,1,1,1,1,0,1,0,1,NA,2,2,2,2,1,0,0,0,0,0,0,0,phale,P. halepensis
GR140011,GR,95.5941138,PINUS HALEPENSIS,547.52,356,731,0verylow,7312.8,36.73697,-3.42828,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,0,1,1,1,0,0,0,1,0,0,0,0,phale,P. halepensis
GR140013,GR,77.78323569999999,PINUS HALEPENSIS,441.06,316,545,0verylow,6578.83,36.72997,-3.4309,NA,1,0,0,1,1,1,1,1,1,0,2,1,1,NA,1,1,1,1,0,0,0,1,0,0,0,2,phale,P. halepensis
GR140014,GR,66.3495412,PINUS HALEPENSIS,265.88,130,400,0verylow,5856.91,36.77293,-3.51083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,3,3,3,1,1,0,1,2,3,3,3,phale,P. halepensis
GR143001,GR,26.9588327,PINUS SYLVESTRIS,2266.58,2168,2389,3high,3146.88,37.01345,-3.4738,NA,NA,0,0,1,1,2,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,1,1,1,0,psylv,P. sylvestris
GR143002,GR,43.3600165,PINUS SYLVESTRIS,1988.46,1802,2175,3high,4841.44,37.00897,-3.4924,NA,NA,0,0,4,5,4,1,2,0,0,NA,2,NA,0,0,0,NA,0,2,1,2,1,1,2,2,1,psylv,P. sylvestris
GR143003,GR,101.2916767,PINUS SYLVESTRIS,1816.99,1599,1966,3high,6968.08,37.00565,-3.50749,NA,NA,0,0,4,5,4,1,2,2,4,3,3,0,0,1,1,NA,4,4,1,1,2,2,2,2,2,psylv,P. sylvestris
GR143004,GR,49.6761487,PINUS HALEPENSIS,1687.68,1636,1735,2medium,2971.92,37.00109,-3.52181,NA,NA,0,0,4,5,5,1,0,1,1,NA,2,0,1,1,1,NA,3,3,1,0,1,1,2,1,2,phale,P. halepensis
GR143005,GR,14.9183854,PINUS HALEPENSIS,1709.31,1645,1782,3high,2045.76,36.98442,-3.50047,NA,NA,0,0,1,3,3,1,1,1,4,3,2,NA,NA,0,NA,NA,0,0,0,0,1,1,1,1,1,phale,P. halepensis
GR143006,GR,51.0090288,PINUS SYLVESTRIS,2191.55,2051,2288,3high,4748.17,36.98214,-3.48072,NA,NA,0,0,1,1,1,1,1,0,0,NA,0,NA,0,0,0,NA,0,1,0,0,1,0,0,1,0,psylv,P. sylvestris
GR144001,GR,99.13417539999999,PINUS HALEPENSIS,1192.9,1109,1265,1low,7104.64,37.27662,-3.53516,0,0,1,1,1,1,0,0,1,2,NA,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,phale,P. halepensis
GR144002,GR,151.97864439999998,PINUS HALEPENSIS,1328.63,1188,1517,2medium,5686.18,37.2755,-3.51805,2,0,1,1,1,1,0,0,1,2,NA,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,1,phale,P. halepensis
GR144003,GR,188.7314085,PINUS PINASTER,1267.55,1083,1481,2medium,8163.56,37.27056,-3.54082,1,0,1,1,1,0,NA,0,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,ppinas,P. pinaster
GR144004,GR,137.1387273,PINUS HALEPENSIS,1245.79,1089,1445,2medium,6687.22,37.26537,-3.56032,1,0,1,1,1,1,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR144005,GR,68.1176627,PINUS PINASTER,1430.02,1356,1481,2medium,5424.23,37.26352,-3.54891,0,0,1,0,1,1,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ppinas,P. pinaster
GR144006,GR,68.97069309999999,PINUS PINASTER,1357.65,1122,1482,2medium,4361.75,37.25891,-3.55863,0,0,1,1,2,1,NA,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ppinas,P. pinaster
GR146001,GR,139.3636916,PINUS HALEPENSIS,1038.8,982,1082,1low,12610.16,37.76852,-2.36889,NA,0,0,0,0,1,0,1,1,1,3,1,1,1,1,2,2,2,2,2,1,0,1,2,2,1,2,phale,P. halepensis
GR146002,GR,255.27088220000002,PINUS HALEPENSIS,1006.29,952,1112,1low,18370.9,37.74357,-2.36541,NA,0,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,phale,P. halepensis
GR146003,GR,122.9019797,PINUS HALEPENSIS,1011.61,959,1136,1low,10555.25,37.7146,-2.49246,NA,1,0,0,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
GR146004,GR,84.10418270000001,PINUS HALEPENSIS,1064.01,1011,1197,1low,9842.1,37.71389,-2.45209,NA,1,0,0,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
GR146005,GR,181.9684555,PINUS HALEPENSIS,1055.54,969,1299,1low,11899.89,37.70377,-2.42487,NA,1,0,0,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,phale,P. halepensis
GR146006,GR,128.21805319999999,PINUS HALEPENSIS,1177.67,1067,1361,1low,19555.7,37.69083,-2.4578,NA,1,0,1,1,3,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
GR146007,GR,360.36071400000003,PINUS HALEPENSIS,1151.92,1087,1270,1low,10197.37,37.66826,-2.41772,NA,0,1,1,1,2,2,2,2,1,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
GR146008,GR,392.3677755,PINUS HALEPENSIS,1355.54,1099,1612,2medium,15574.6,37.66183,-2.48097,NA,0,0,1,0,4,0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,phale,P. halepensis
GR146009,GR,184.2412472,PINUS HALEPENSIS,1326.91,1193,1494,2medium,13280.18,37.66063,-2.45561,NA,0,0,1,3,1,0,0,1,1,1,0,0,1,0,1,1,1,2,2,1,1,1,1,1,1,1,phale,P. halepensis
GR146010,GR,51.5054858,PINUS HALEPENSIS,1130.29,1104,1180,1low,4497,37.66427,-2.39977,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,1,1,1,2,2,2,2,2,1,0,1,1,1,1,2,phale,P. halepensis
GR146011,GR,265.78906290000003,PINUS HALEPENSIS,1375.4,1138,1743,2medium,10056.81,37.65031,-2.41417,NA,0,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,phale,P. halepensis
GR146012,GR,178.57810700000002,PINUS HALEPENSIS,1269.08,1123,1604,2medium,7107.28,37.65752,-2.39986,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,phale,P. halepensis
GR146013,GR,161.5150882,PINUS NIGRA SSP SALZM.,1458.16,1329,1584,2medium,22163.78,37.64941,-2.45852,NA,0,0,0,2,4,0,0,2,1,3,3,1,1,1,2,0,0,2,2,1,0,0,2,1,1,1,pnig_sal,P. nigra
GR146014,GR,220.506437,PINUS HALEPENSIS,1402.81,1135,1704,2medium,11002.09,37.64516,-2.39244,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,phale,P. halepensis
GR146015,GR,187.4636983,PINUS HALEPENSIS,1411.77,1165,1665,2medium,8603.84,37.64974,-2.39882,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,phale,P. halepensis
GR146016,GR,39.5443406,PINUS HALEPENSIS,1310.26,1235,1386,2medium,2762.62,37.65418,-2.44088,NA,0,0,0,2,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,phale,P. halepensis
GR146017,GR,128.6835893,PINUS HALEPENSIS,1445.53,1259,1693,2medium,7951.24,37.64368,-2.42224,NA,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,phale,P. halepensis
GR146018,GR,296.189211,PINUS HALEPENSIS,1443.81,1256,1668,2medium,10140.3,37.64214,-2.43436,NA,0,0,0,2,3,0,1,1,1,2,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,phale,P. halepensis
GR146019,GR,259.0120352,PINUS NIGRA SSP SALZM.,1458.67,1269,1594,2medium,11524.12,37.64377,-2.47006,NA,0,0,0,2,4,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,pnig_sal,P. nigra
GR146020,GR,21.023056,PINUS HALEPENSIS,1332.86,1270,1404,2medium,2918.86,37.64005,-2.44576,NA,0,0,1,1,3,0,1,1,NA,NA,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,phale,P. halepensis
GR146021,GR,39.5208,PINUS HALEPENSIS,1067.97,1032,1129,1low,5993.45,37.68747,-2.42224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,phale,P. halepensis
GR146022,GR,48.164979599999995,PINUS HALEPENSIS,1223.1,1130,1311,2medium,10503.03,37.66447,-2.44637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,phale,P. halepensis
GR147001,GR,29.159009700000002,PINUS PINASTER,614.86,536,679,1low,3022.59,36.91266,-3.41794,NA,0,0,0,1,2,1,0,NA,NA,0,0,0,0,0,1,3,3,0,1,1,1,1,1,1,1,1,ppinas,P. pinaster
GR147002,GR,110.3178348,PINUS HALEPENSIS,553.24,372,784,0verylow,6460.27,36.89521,-3.35982,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,phale,P. halepensis
GR147003,GR,118.3946449,PINUS HALEPENSIS,576.91,356,790,0verylow,7071.23,36.89052,-3.36188,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,phale,P. halepensis
GR147004,GR,127.1457011,PINUS HALEPENSIS,736.78,533,1055,1low,6213.02,36.88062,-3.35928,NA,0,0,2,0,0,0,0,NA,NA,0,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147005,GR,102.5864973,PINUS HALEPENSIS,781.61,564,1074,1low,6679.35,36.87977,-3.349,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147006,GR,64.8621126,PINUS HALEPENSIS,511.29,312,729,0verylow,6571.3,36.87939,-3.40804,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147007,GR,27.194786800000003,PINUS HALEPENSIS,413.8,361,473,0verylow,4043.82,36.88084,-3.4,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147008,GR,46.8734586,PINUS HALEPENSIS,683.67,486,888,1low,8408.24,36.87661,-3.33759,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0,phale,P. halepensis
GR147009,GR,171.098442,PINUS SYLVESTRIS,710.87,536,891,1low,7486.58,36.87287,-3.38475,NA,0,0,1,0,1,1,0,NA,NA,0,0,0,0,0,3,3,3,1,1,1,1,2,5,2,4,2,psylv,P. sylvestris
GR147010,GR,157.0560322,PINUS HALEPENSIS,719.32,265,1298,1low,6606.36,36.87024,-3.43022,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,2,2,phale,P. halepensis
GR147011,GR,162.3246547,PINUS HALEPENSIS,679.83,434,992,1low,7556.67,36.86957,-3.39952,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,2,phale,P. halepensis
GR147012,GR,71.2169339,PINUS HALEPENSIS,661.65,391,896,1low,6378.69,36.86882,-3.41364,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,1,1,phale,P. halepensis
GR147013,GR,155.0781987,PINUS HALEPENSIS,528.31,289,870,0verylow,7687.69,36.86914,-3.46193,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,2,2,2,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147014,GR,89.6399412,PINUS HALEPENSIS,795.15,278,1257,1low,4755.99,36.86531,-3.43584,NA,0,0,0,0,2,0,0,NA,NA,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,phale,P. halepensis
GR147015,GR,157.2408568,PINUS HALEPENSIS,646.03,271,1130,1low,7969.31,36.86851,-3.44492,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,phale,P. halepensis
GR147016,GR,53.1706529,PINUS HALEPENSIS,915.56,572,1262,1low,4424.44,36.86428,-3.42251,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,phale,P. halepensis
GR147017,GR,207.4094991,PINUS HALEPENSIS,734.05,487,1023,1low,12601.86,36.86114,-3.46,NA,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,phale,P. halepensis
GR147018,GR,42.5200549,PINUS HALEPENSIS,441.31,240,722,0verylow,6738.68,36.85906,-3.48016,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,2,2,phale,P. halepensis
GR147019,GR,115.5731189,PINUS HALEPENSIS,918.06,673,1281,1low,4976.13,36.8589,-3.4171,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,phale,P. halepensis
GR147020,GR,113.85900249999999,PINUS HALEPENSIS,1010.69,754,1311,1low,6193.03,36.85487,-3.45041,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,phale,P. halepensis
GR147021,GR,182.3842239,PINUS HALEPENSIS,1264.67,921,1494,2medium,7561.9,36.85398,-3.43161,NA,0,0,0,0,2,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,phale,P. halepensis
GR147022,GR,162.7130343,PINUS HALEPENSIS,1312.31,813,1764,2medium,7805.16,36.84397,-3.40809,NA,0,0,0,0,1,0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,0,1,NA,1,0,0,1,1,1,phale,P. halepensis
